"Subject" "Activity" "mean(Body_acceleration_mean_X)" "mean(Body_acceleration_mean_Y)" "mean(Body_acceleration_mean_Z)" "mean(Body_acceleration_stdev_X)" "mean(Body_acceleration_stdev_Y)" "mean(Body_acceleration_stdev_Z)" "mean(Body_angularVelocity_mean_X)" "mean(Body_angularVelocity_mean_Y)" "mean(Body_angularVelocity_mean_Z)" "mean(Body_angularVelocity_stdev_X)" "mean(Body_angularVelocity_stdev_Y)" "mean(Body_angularVelocity_stdev_Z)"
19 "WALKING_DOWNSTAIRS" 0.262688053871795 -0.0145942275069487 -0.133695240660974 0.626917070512821 0.514816445641026 0.049322451025641 -0.205775427307692 0.0274707556666667 0.163962510807692 0.267657219333333 0.0483147743589744 -0.0314083457948718
19 "WALKING_UPSTAIRS" 0.242118808925 -0.0303986615775 -0.151054607725 -0.1287420952375 0.176349922525 -0.1904685504575 0.0388537087875 -0.134514320575 -0.000233248224999999 -0.4068000325 -0.17263322355 -0.110117174875
20 "LAYING" 0.239507882205882 -0.0144406281132353 -0.104274322538235 -0.962249114705882 -0.964098180294118 -0.972571998382353 -0.0231760616308824 -0.0954899626029412 0.123680209926471 -0.984477414264706 -0.972941910294118 -0.972409893529412
20 "SITTING" 0.278045439090909 -0.0147229305131818 -0.108369634515152 -0.983081858939394 -0.93612270469697 -0.929106396818182 -0.036405928969697 -0.0650689347121212 0.0642882138333333 -0.976309017121212 -0.960104508636364 -0.945771803484848
20 "STANDING" 0.278076904657534 -0.0180695049161644 -0.100402759931507 -0.967209961232877 -0.87541041109589 -0.913142481643836 -0.0241335049573973 -0.0698308923617808 0.0773671448739726 -0.886749172739726 -0.903913940684931 -0.907343324657534
20 "WALKING" 0.272589336470588 -0.021199992245098 -0.113539477098039 -0.208342792019608 0.489771808627451 -0.228734217372549 -0.0234104225980392 -0.074105054612549 0.0851359929294118 -0.23294061427451 0.0858321519372549 -0.165748467372549
20 "WALKING_DOWNSTAIRS" 0.296144421355556 -0.00964120773155556 -0.104602925937778 0.0745098785288889 0.616937015333333 -0.160938536488889 -0.111367747557778 0.0139023395111111 0.103900480541333 -0.204939567711111 -0.146794177311111 0.159723529622222
20 "WALKING_UPSTAIRS" 0.252098317156863 -0.0282258047588235 -0.121023947784314 -0.116088676011765 0.15219632835098 -0.229249455098039 0.0659193258862745 -0.174650964745098 0.058701941845098 -0.492701193921569 -0.104722161186078 0.184119332796078
21 "LAYING" 0.271325472455556 -0.0184233048415556 -0.103253832233333 -0.955019866222222 -0.956959422222222 -0.945653787777778 -0.0305126188777778 -0.113800486377778 0.0980906517 -0.975411857555556 -0.952147091444444 -0.981345430888889
21 "SITTING" 0.277539616823529 -0.0144009705494118 -0.112057887741176 -0.991777287176471 -0.966877560941176 -0.959567861764706 -0.0198712820612471 -0.0653077503317647 0.0831326042823529 -0.988410501294118 -0.976380487294118 -0.976972658588235
21 "STANDING" 0.27695224258427 -0.0167084730205618 -0.110417855808989 -0.981419961123596 -0.943601625393258 -0.946123407078652 -0.0191731896359551 -0.0738115865407865 0.0864863265393258 -0.962514526067416 -0.955979192696629 -0.959327022022472
21 "WALKING" 0.279183526730769 -0.0181610317526923 -0.104319332403846 -0.297814843538462 0.0540880509209615 -0.16868872575 -0.0459323393842308 -0.0590294439942308 0.0983715930038462 -0.432232883846154 -0.397892316730769 -0.311875599423077
21 "WALKING_DOWNSTAIRS" 0.3014610196 -0.0173195390157778 -0.09816866218 0.224343492244444 0.301336399711111 -0.0717893558666667 -0.126388023595556 0.0162145300888889 0.148610020955556 -0.442148617666667 -0.353733478222222 -0.349759493777778
21 "WALKING_UPSTAIRS" 0.265194544680851 -0.0237218695148936 -0.125414265340426 -0.240808282276596 0.109787469104255 -0.219707928574468 0.062608688893617 -0.155622431382979 -0.00546829763829787 -0.53190941893617 -0.463136841489362 0.0517155421740426
22 "LAYING" 0.279959721194444 -0.0142629864502778 -0.110800924652778 -0.947735251944444 -0.913276301666667 -0.942945807916667 -0.0208311371125 -0.09257231175 0.145003879319444 -0.956641905833333 -0.9618849625 -0.933251870694444
22 "SITTING" 0.273583822709677 -0.0123468446419355 -0.105827369516129 -0.978466823709677 -0.928059133795645 -0.917564853870968 -0.0360430675032258 -0.0793617444354839 0.0804426775241936 -0.981099172419355 -0.950173478548387 -0.946501417741936
22 "STANDING" 0.279053861587302 -0.0158563207496825 -0.104967423820635 -0.985000527142857 -0.922693288412698 -0.942201655238095 -0.0275201762126984 -0.0690067688269841 0.0733466563174603 -0.917837043333333 -0.964714672857143 -0.96058251031746
22 "WALKING" 0.27886459 -0.0167213607957174 -0.107112510934783 -0.00865921919565217 0.100384246321739 -0.213351968804348 0.0007771571 -0.0960880731804348 0.0775266594847826 -0.318537865869565 -0.486322106521739 -0.151439515130435
22 "WALKING_DOWNSTAIRS" 0.284458963861111 -0.0197999371686389 -0.1074157796 0.348618168333333 0.239812250944444 -0.325722718055556 -0.0779611213138889 -0.0697154455833333 0.0500708760555556 -0.237349190997222 -0.550303216666667 -0.280417950555556
22 "WALKING_UPSTAIRS" 0.248391534566667 -0.0268622561133333 -0.117550861738095 0.0835738640921429 0.250067523738095 -0.109613216345238 0.13497880785381 -0.181458414495238 0.0157359244619048 -0.301491709628571 -0.489417908809524 -0.157758060642857
23 "LAYING" 0.274038007986111 -0.0216553835833333 -0.104256776291667 -0.956756363194444 -0.976309827361111 -0.973223495416667 -0.0113399724663889 -0.105052917 0.111078594708333 -0.981849400972222 -0.959195236388889 -0.983920132638889
23 "SITTING" 0.273351251617647 -0.0133945015676471 -0.103808679294118 -0.987607636617647 -0.934933559264706 -0.905584390323529 -0.0472583464367647 -0.0684325551029412 0.0645673209117647 -0.980363734264706 -0.948109526029412 -0.9597186325
23 "STANDING" 0.277899323235294 -0.0177475547867647 -0.1105970177575 -0.985421519558824 -0.9584444925 -0.929409745147059 -0.0327397745133823 -0.0652264793213235 0.0816888999117647 -0.942011240294118 -0.948074760882353 -0.962389689411765
23 "WALKING" 0.273211884237288 -0.0183618711932203 -0.113382994084746 -0.313521773389831 -0.119020586510678 0.164220685383051 -0.0631156870355932 -0.0640197920966102 0.10770045065339 -0.494322648644068 0.25945722920339 -0.209634887972881
23 "WALKING_DOWNSTAIRS" 0.289897411148148 -0.0162111457238889 -0.0988123712574074 0.0441392843425926 0.10825903416963 0.229898742944444 -0.0578230190203704 -0.0853077464277778 0.0953602497222222 -0.416133032777778 0.213825552277778 -0.208702488240741
23 "WALKING_UPSTAIRS" 0.249995171031373 -0.0323844029237255 -0.126890616782353 -0.243887818513725 0.0448435785868627 0.10080118935098 0.0957940245941176 -0.111564389137255 -0.0325557522333333 -0.550664576666667 -0.293681861176471 -0.0317301153392157
24 "LAYING" 0.272850494930556 -0.0173555210111111 -0.107236237236111 -0.967984021111111 -0.983126461944444 -0.973566958888889 -0.0143679929444444 -0.0955538053611111 0.111730746333333 -0.982651720138889 -0.960299550972222 -0.98170136125
24 "SITTING" 0.273475690147059 -0.0131255097938235 -0.103041061426471 -0.990593766617647 -0.956255962058824 -0.957056111470588 -0.0356229619955882 -0.0750132697044118 0.0800440230882353 -0.988111648676471 -0.977954005147059 -0.971277654117647
24 "STANDING" 0.280348883913043 -0.0144785340348986 -0.108222553855072 -0.98725587115942 -0.936871974347826 -0.930283530144928 -0.0278611511434783 -0.0692546674492754 0.077124614942029 -0.960738660289855 -0.967298518695652 -0.969958678115942
24 "WALKING" 0.276980816034483 -0.0225446400534483 -0.110595952913793 -0.47076236637931 -0.154127498163793 -0.288840016206897 -0.0545126870724138 -0.0658435879913793 0.0972006320344828 -0.580597373275862 -0.487166280172414 -0.396154003275862
24 "WALKING_DOWNSTAIRS" 0.288631208909091 -0.0145730348310909 -0.104818820272727 -0.08273248054 -0.102607326783636 -0.205566380745455 -0.0867069010690909 -0.0542300245127273 0.111973650603636 -0.431919067945455 -0.484673524 -0.491077244909091
24 "WALKING_UPSTAIRS" 0.269881106779661 -0.0251979434569492 -0.114248610966102 -0.344399351355932 -0.116804488966102 -0.255601012881356 0.0883163772152542 -0.105932947294915 0.0248290702830508 -0.577426408813559 -0.568534124576271 -0.27459628379661
25 "LAYING" 0.250791828613699 -0.0188943663671233 -0.100428830260274 -0.909116474109589 -0.691770680561644 -0.717262004013699 0.00372723459589041 -0.0716401726150685 0.139718671465753 -0.889769639726027 -0.936630803287671 -0.91092799
25 "SITTING" 0.278541482461538 -0.0147696808030769 -0.109160440476923 -0.991892828615385 -0.947457617061538 -0.965139552153846 -0.0352052091230769 -0.0748002714615385 0.0852783892769231 -0.989907584153846 -0.981193501846154 -0.972637558615385
25 "STANDING" 0.278013701621622 -0.0163569730274324 -0.107352957594595 -0.991970126756757 -0.954569225945946 -0.964642688108108 -0.0247946750959459 -0.0698876853378378 0.0852685438243243 -0.971357421216216 -0.976757621081081 -0.971814139189189
25 "WALKING" 0.278992759054054 -0.0186477624716216 -0.108737636297297 -0.596007443513514 -0.161852411581081 -0.437133403243243 -0.0156305378067568 -0.0820768065347297 0.0867868736891892 -0.401158753783784 -0.604032097432432 -0.562775245405405
25 "WALKING_DOWNSTAIRS" 0.291329666206897 -0.0210170522987931 -0.107192376965517 -0.253756934258621 -0.14054060387069 -0.457972381896552 0.00299112856551724 -0.101115076366897 0.0980750249310345 -0.288824754586207 -0.523377914655172 -0.443780454482759
25 "WALKING_UPSTAIRS" 0.277995411384615 -0.0269863524264615 -0.126210440292308 -0.459775646153846 -0.223086808769231 -0.296523975076923 0.0556121923307692 -0.109437658104615 0.0996227385527692 -0.489011794784615 -0.433673383846154 -0.564195608923077
26 "LAYING" 0.271645864540789 -0.0191895728026316 -0.105002540289474 -0.969445445263158 -0.983231351842105 -0.984500013157895 -0.0170656239526316 -0.0903229228815789 0.152436344328947 -0.990328197763158 -0.979325678815789 -0.969302237763158
26 "SITTING" 0.258243530166667 -0.00713364541358974 -0.0974448692333333 -0.979768987948718 -0.94079896551282 -0.950004414102564 -0.0370217449628205 -0.0840648503320513 0.0711109471666667 -0.991027700512821 -0.973444813846154 -0.966441338076923
26 "STANDING" 0.281127035405405 -0.0166608306652703 -0.110237796416216 -0.993069368783784 -0.949466155405405 -0.962988401351351 -0.0245345837959459 -0.0731385762635135 0.0776706781351351 -0.973785111216216 -0.982408142702703 -0.974891360675676
26 "WALKING" 0.279264443728814 -0.0154259586949153 -0.108927011474576 -0.340185527559322 -0.136351391645763 -0.333486502542373 -0.00334085938813559 -0.0841507651508475 0.0851069247830508 -0.492885711355932 -0.57573544779661 -0.354549059491525
26 "WALKING_DOWNSTAIRS" 0.2792845828 -0.01262580966778 -0.1064396194 0.17395384962 -0.011629910112 -0.284807676 -0.010752208236 -0.1003822042168 0.082221399603 -0.33131291446 -0.4734080504 -0.3320502392
26 "WALKING_UPSTAIRS" 0.272691394545455 -0.0281633797398182 -0.121943461236364 -0.169006952418182 -0.0491726302763636 -0.404596936545455 -0.0247950825654545 -0.0657601804418182 0.0721458973490909 -0.550274396 -0.603097110545455 -0.3090880546
27 "LAYING" 0.274102492432432 -0.0179867611216216 -0.107699732837838 -0.978455153108108 -0.983736043783784 -0.986636996081081 -0.0195427328781081 -0.0957839566891892 0.118738360783784 -0.988837212162162 -0.98428747527027 -0.97837499972973
27 "SITTING" 0.273941302571429 -0.0155269799285714 -0.105521912588571 -0.988580107714286 -0.971579125714286 -0.965858735142857 -0.0371830822285714 -0.0797345645214286 0.0833752812157143 -0.988492425142857 -0.982067465142857 -0.975713310142857
27 "STANDING" 0.279566921625 -0.016593236445 -0.107835818025 -0.9919515835 -0.955171419 -0.962408444875 -0.026731653905 -0.067507120075 0.07168414632375 -0.9699020075 -0.982498991125 -0.981281807
27 "WALKING" 0.276849485438596 -0.0166478783221912 -0.112822289263158 -0.348475560526316 -0.187301214964912 -0.297318273508772 -0.08558835714 -0.0365348163649123 0.118267750196491 -0.606860248596491 -0.529865057894737 -0.250120409298246
27 "WALKING_DOWNSTAIRS" 0.2975441875 -0.0135564467159091 -0.112837694688636 0.167407531090909 -0.0979710029522727 -0.240040783340909 -0.159826551905227 -0.0163131590545455 0.152695027609091 -0.363722908386364 -0.481813367954545 -0.257846157386364
27 "WALKING_UPSTAIRS" 0.265770253921569 -0.0200953324078431 -0.123530438196078 -0.295439547254902 -0.0950104077 -0.23070787672549 -0.0940344886803922 0.00212499391686275 0.140129855776471 -0.562461004705882 -0.587966800588235 -0.169960785215686
28 "LAYING" 0.2759134825 -0.0167537858225 -0.1083448529625 -0.9688882955 -0.945386780375 -0.956450342875 -0.017367705735 -0.097448733725 0.09357912315 -0.95516227975 -0.960057463625 -0.96237491175
28 "SITTING" 0.276977629444444 -0.0185404441258333 -0.111517939555556 -0.983272806805556 -0.939905244861111 -0.936667245694444 -0.0339018030166667 -0.0673943850555556 0.087025401375 -0.979671983472222 -0.956316505972222 -0.9566328025
28 "STANDING" 0.277795069113924 -0.0172635124672152 -0.106579385202532 -0.977748638607595 -0.875689216835443 -0.905123824177215 -0.0253281543540506 -0.0739001646962025 0.0865173111012658 -0.884032232405063 -0.940006320126582 -0.925491442911392
28 "WALKING" 0.281228223888889 -0.0156759722981481 -0.103714705396296 -0.293003522222222 -0.117886186425926 -0.300928395925926 -0.105896207861111 -0.0172822168012963 0.116065910925926 -0.503798624074074 -0.497684006666667 -0.242601384618519
28 "WALKING_DOWNSTAIRS" 0.293642076521739 -0.0220230465913043 -0.10858897408913 0.125712887943478 0.156496646504348 -0.341031811521739 -0.141096309502174 0.00710564286763044 0.138622425584783 -0.268106330991304 -0.259368686847826 -0.307025006304348
28 "WALKING_UPSTAIRS" 0.262005841764706 -0.0279443943478431 -0.121514025692157 -0.242062430294118 -0.146753877035294 -0.28598691372549 -0.129362970764706 0.0212250958019608 0.103720987705882 -0.518818227843137 -0.479319521372549 -0.189306812833333
29 "LAYING" 0.287295196811594 -0.0171965484202899 -0.109462068173913 -0.984219555507246 -0.990240946666667 -0.987255149855072 -0.0258281004782609 -0.0761814357028986 0.127411971652174 -0.994276591304348 -0.992750957826087 -0.97499461942029
29 "SITTING" 0.2771799775 -0.016630680375 -0.1104118192 -0.9907450195 -0.963222497833333 -0.968063878166667 -0.0379271112333333 -0.0755797672133333 0.0580495969166667 -0.990178704833333 -0.988334019666667 -0.971227991666667
29 "STANDING" 0.277965065846154 -0.0172605869061538 -0.108659067476923 -0.996068635384615 -0.969295721076923 -0.980207488923077 -0.0276075573307692 -0.0721060679123077 0.0827583768461538 -0.977994819846154 -0.990364876307692 -0.983368643230769
29 "WALKING" 0.271999916792453 -0.0162915600588679 -0.106632427301887 -0.174337940226415 -0.0917540612869811 -0.242828038264151 -0.00795668167188679 -0.081960153154717 0.0856852236188679 -0.598868670943396 -0.181802636566038 -0.430232441132075
29 "WALKING_DOWNSTAIRS" 0.293140441083333 -0.01494121505625 -0.0981339984895833 0.167383602458333 -0.12246346700625 -0.223177999879167 -0.0374126070957292 -0.0851045889895833 0.0822244074666667 -0.282077257508333 -0.390460137708333 -0.311122615416667
29 "WALKING_UPSTAIRS" 0.265423066877551 -0.0299465312326531 -0.118000587840816 -0.0867715569693878 -0.122128287642857 0.0995443502346939 0.0931989463020408 -0.152328112210204 0.0854318123467347 -0.323904731622449 0.0461103045102041 -0.37481514122449
30 "LAYING" 0.281033900571429 -0.0194494098614286 -0.1036581505 -0.976362515428571 -0.954201823857143 -0.967044236428571 -0.0267812218571429 -0.0761476351714286 0.0938472163142857 -0.973662822428571 -0.966041673 -0.968889156142857
30 "SITTING" 0.268336081379032 -0.00804731295322581 -0.099515446133871 -0.983622744193548 -0.937857000806452 -0.950654041290323 -0.0358426482048387 -0.074353558416129 0.0702002598387097 -0.988132669516129 -0.976477561935484 -0.955053200806452
30 "STANDING" 0.277112699152542 -0.0170163887813559 -0.108756209835593 -0.977559426949153 -0.891654527118644 -0.912850596949152 -0.027613853538983 -0.0670334379830509 0.0802514754237288 -0.911408517966102 -0.94070541220339 -0.93083468440678
30 "WALKING" 0.276406758 -0.0175880385730769 -0.0986247068969231 -0.346394275230769 -0.173550021692308 -0.120476783907692 -0.0459505355861538 -0.0649170927338462 0.0839568239261538 -0.387920593846154 0.00600277892 -0.182569652430769
30 "WALKING_DOWNSTAIRS" 0.283190646967742 -0.0174383900204839 -0.0999781422322581 -0.0577703163548387 -0.0272628077709677 -0.217275690290323 -0.0745591301759677 -0.0693112411951613 0.0895767797064516 -0.265923160895161 -0.285392416354839 -0.29537036283871
30 "WALKING_UPSTAIRS" 0.271415642261538 -0.0253311698786154 -0.124697493775385 -0.350504475230769 -0.127311157607692 0.0249468034966154 -0.00355974576923077 -0.0779606464676923 0.0814699303289231 -0.493837520761538 -0.0840481513184615 -0.211573579892308
